seq_number,image_name,beam_index
76,image_BS1_76_16_58_51.jpg,37
77,image_BS1_77_16_58_52.jpg,37
78,image_BS1_78_16_58_52.jpg,34
79,image_BS1_79_16_58_52.jpg,34
80,image_BS1_80_16_58_52.jpg,34
81,image_BS1_81_16_58_52.jpg,34
82,image_BS1_82_16_58_52.jpg,34
83,image_BS1_83_16_58_52.jpg,34
84,image_BS1_84_16_58_52.jpg,34
85,image_BS1_85_16_58_53.jpg,33
86,image_BS1_86_16_58_53.jpg,33
87,image_BS1_87_16_58_53.jpg,32
88,image_BS1_88_16_58_53.jpg,32
89,image_BS1_89_16_58_53.jpg,32
90,image_BS1_90_16_58_53.jpg,32
91,image_BS1_91_16_58_53.jpg,32
92,image_BS1_92_16_58_53.jpg,32
93,image_BS1_93_16_58_54.jpg,32
94,image_BS1_94_16_58_54.jpg,32
95,image_BS1_95_16_58_54.jpg,32
96,image_BS1_96_16_58_54.jpg,32
97,image_BS1_97_16_58_54.jpg,32
98,image_BS1_98_16_58_54.jpg,32
99,image_BS1_99_16_58_54.jpg,32
100,image_BS1_100_16_58_55.jpg,32
101,image_BS1_101_16_58_55.jpg,32
102,image_BS1_102_16_58_55.jpg,32
103,image_BS1_103_16_58_55.jpg,32
104,image_BS1_104_16_58_55.jpg,32
105,image_BS1_105_16_58_55.jpg,32
106,image_BS1_106_16_58_55.jpg,32
107,image_BS1_107_16_58_55.jpg,32
108,image_BS1_108_16_58_56.jpg,32
109,image_BS1_109_16_58_56.jpg,32
110,image_BS1_110_16_58_56.jpg,32
111,image_BS1_111_16_58_56.jpg,32
112,image_BS1_112_16_58_56.jpg,32
113,image_BS1_113_16_58_56.jpg,32
114,image_BS1_114_16_58_56.jpg,32
115,image_BS1_115_16_58_56.jpg,32
116,image_BS1_116_16_58_57.jpg,32
117,image_BS1_117_16_58_57.jpg,32
118,image_BS1_118_16_58_57.jpg,32
119,image_BS1_119_16_58_57.jpg,32
120,image_BS1_120_16_58_57.jpg,32
121,image_BS1_121_16_58_57.jpg,32
122,image_BS1_122_16_58_57.jpg,33
123,image_BS1_123_16_58_58.jpg,32
124,image_BS1_124_16_58_58.jpg,32
125,image_BS1_125_16_58_58.jpg,33
126,image_BS1_126_16_58_58.jpg,33
127,image_BS1_127_16_58_58.jpg,34
128,image_BS1_128_16_58_58.jpg,34
129,image_BS1_129_16_58_58.jpg,34
130,image_BS1_130_16_58_58.jpg,34
131,image_BS1_131_16_58_59.jpg,34
132,image_BS1_132_16_58_59.jpg,34
133,image_BS1_133_16_58_59.jpg,34
134,image_BS1_134_16_58_59.jpg,37
135,image_BS1_135_16_58_59.jpg,36
136,image_BS1_136_16_58_59.jpg,37
137,image_BS1_137_16_58_59.jpg,37
138,image_BS1_138_16_58_59.jpg,37
139,image_BS1_139_16_59_00.jpg,37
140,image_BS1_140_16_59_00.jpg,34
141,image_BS1_141_16_59_00.jpg,34
142,image_BS1_142_16_59_00.jpg,34
143,image_BS1_143_16_59_00.jpg,34
144,image_BS1_144_16_59_00.jpg,34
145,image_BS1_145_16_59_00.jpg,34
146,image_BS1_146_16_59_01.jpg,33
147,image_BS1_147_16_59_01.jpg,32
148,image_BS1_148_16_59_01.jpg,32
149,image_BS1_149_16_59_01.jpg,31
150,image_BS1_150_16_59_01.jpg,32
151,image_BS1_151_16_59_01.jpg,31
152,image_BS1_152_16_59_01.jpg,31
153,image_BS1_153_16_59_02.jpg,32
154,image_BS1_154_16_59_02.jpg,31
155,image_BS1_155_16_59_02.jpg,31
156,image_BS1_156_16_59_02.jpg,30
157,image_BS1_157_16_59_02.jpg,30
158,image_BS1_158_16_59_02.jpg,29
159,image_BS1_159_16_59_02.jpg,29
160,image_BS1_160_16_59_03.jpg,30
161,image_BS1_161_16_59_03.jpg,31
162,image_BS1_162_16_59_03.jpg,31
163,image_BS1_163_16_59_03.jpg,32
164,image_BS1_164_16_59_03.jpg,32
165,image_BS1_165_16_59_03.jpg,32
166,image_BS1_166_16_59_03.jpg,32
167,image_BS1_167_16_59_03.jpg,33
168,image_BS1_168_16_59_04.jpg,34
169,image_BS1_169_16_59_04.jpg,34
170,image_BS1_170_16_59_04.jpg,34
171,image_BS1_171_16_59_04.jpg,34
172,image_BS1_172_16_59_04.jpg,34
173,image_BS1_173_16_59_04.jpg,34
174,image_BS1_174_16_59_04.jpg,37
175,image_BS1_175_16_59_04.jpg,37
176,image_BS1_176_16_59_05.jpg,37
177,image_BS1_177_16_59_05.jpg,37
178,image_BS1_178_16_59_05.jpg,38
179,image_BS1_179_16_59_05.jpg,38
180,image_BS1_180_16_59_05.jpg,39
181,image_BS1_181_16_59_05.jpg,39
182,image_BS1_182_16_59_05.jpg,39
183,image_BS1_183_16_59_06.jpg,39
184,image_BS1_184_16_59_06.jpg,39
185,image_BS1_185_16_59_06.jpg,39
186,image_BS1_186_16_59_06.jpg,39
187,image_BS1_187_16_59_06.jpg,39
188,image_BS1_188_16_59_06.jpg,39
189,image_BS1_189_16_59_06.jpg,39
190,image_BS1_190_16_59_07.jpg,39
191,image_BS1_191_16_59_07.jpg,39
192,image_BS1_192_16_59_07.jpg,39
193,image_BS1_193_16_59_07.jpg,38
194,image_BS1_194_16_59_07.jpg,38
195,image_BS1_195_16_59_07.jpg,37
196,image_BS1_196_16_59_07.jpg,37
197,image_BS1_197_16_59_07.jpg,34
198,image_BS1_198_16_59_08.jpg,34
199,image_BS1_199_16_59_08.jpg,34
200,image_BS1_200_16_59_08.jpg,33
201,image_BS1_201_16_59_08.jpg,32
202,image_BS1_202_16_59_08.jpg,32
203,image_BS1_203_16_59_08.jpg,29
204,image_BS1_204_16_59_08.jpg,29
205,image_BS1_205_16_59_08.jpg,29
206,image_BS1_206_16_59_09.jpg,29
207,image_BS1_207_16_59_09.jpg,29
208,image_BS1_208_16_59_09.jpg,29
209,image_BS1_209_16_59_09.jpg,28
210,image_BS1_210_16_59_09.jpg,27
211,image_BS1_211_16_59_09.jpg,27
212,image_BS1_212_16_59_09.jpg,27
213,image_BS1_213_16_59_09.jpg,27
214,image_BS1_214_16_59_10.jpg,27
215,image_BS1_215_16_59_10.jpg,27
216,image_BS1_216_16_59_10.jpg,27
217,image_BS1_217_16_59_10.jpg,27
218,image_BS1_218_16_59_10.jpg,27
219,image_BS1_219_16_59_10.jpg,27
220,image_BS1_220_16_59_10.jpg,27
221,image_BS1_221_16_59_11.jpg,27
222,image_BS1_222_16_59_11.jpg,27
223,image_BS1_223_16_59_11.jpg,27
224,image_BS1_224_16_59_11.jpg,26
225,image_BS1_225_16_59_11.jpg,27
226,image_BS1_226_16_59_11.jpg,26
227,image_BS1_227_16_59_11.jpg,26
228,image_BS1_228_16_59_11.jpg,26
229,image_BS1_229_16_59_12.jpg,25
230,image_BS1_230_16_59_12.jpg,23
231,image_BS1_231_16_59_12.jpg,23
232,image_BS1_232_16_59_12.jpg,23
233,image_BS1_233_16_59_12.jpg,22
234,image_BS1_234_16_59_12.jpg,22
235,image_BS1_235_16_59_12.jpg,22
236,image_BS1_236_16_59_12.jpg,21
237,image_BS1_237_16_59_13.jpg,22
238,image_BS1_238_16_59_13.jpg,21
239,image_BS1_239_16_59_13.jpg,21
240,image_BS1_240_16_59_13.jpg,21
241,image_BS1_241_16_59_13.jpg,21
242,image_BS1_242_16_59_13.jpg,21
243,image_BS1_243_16_59_13.jpg,21
244,image_BS1_244_16_59_14.jpg,21
245,image_BS1_245_16_59_14.jpg,21
246,image_BS1_246_16_59_14.jpg,21
247,image_BS1_247_16_59_14.jpg,21
248,image_BS1_248_16_59_14.jpg,22
249,image_BS1_249_16_59_14.jpg,22
250,image_BS1_250_16_59_14.jpg,22
251,image_BS1_251_16_59_14.jpg,22
252,image_BS1_252_16_59_15.jpg,22
253,image_BS1_253_16_59_15.jpg,22
254,image_BS1_254_16_59_15.jpg,22
255,image_BS1_255_16_59_15.jpg,22
256,image_BS1_256_16_59_15.jpg,22
257,image_BS1_257_16_59_15.jpg,22
258,image_BS1_258_16_59_15.jpg,22
259,image_BS1_259_16_59_15.jpg,22
260,image_BS1_260_16_59_16.jpg,23
261,image_BS1_261_16_59_16.jpg,23
262,image_BS1_262_16_59_16.jpg,23
263,image_BS1_263_16_59_16.jpg,23
264,image_BS1_264_16_59_16.jpg,23
265,image_BS1_265_16_59_16.jpg,23
266,image_BS1_266_16_59_16.jpg,23
267,image_BS1_267_16_59_17.jpg,23
268,image_BS1_268_16_59_17.jpg,23
269,image_BS1_269_16_59_17.jpg,26
270,image_BS1_270_16_59_17.jpg,26
271,image_BS1_271_16_59_17.jpg,26
272,image_BS1_272_16_59_17.jpg,26
273,image_BS1_273_16_59_17.jpg,26
274,image_BS1_274_16_59_17.jpg,26
275,image_BS1_275_16_59_18.jpg,26
276,image_BS1_276_16_59_18.jpg,26
277,image_BS1_277_16_59_18.jpg,26
278,image_BS1_278_16_59_18.jpg,26
279,image_BS1_279_16_59_18.jpg,26
280,image_BS1_280_16_59_18.jpg,26
281,image_BS1_281_16_59_18.jpg,26
282,image_BS1_282_16_59_18.jpg,27
283,image_BS1_283_16_59_19.jpg,27
284,image_BS1_284_16_59_19.jpg,27
285,image_BS1_285_16_59_19.jpg,27
286,image_BS1_286_16_59_19.jpg,27
287,image_BS1_287_16_59_19.jpg,27
288,image_BS1_288_16_59_19.jpg,27
289,image_BS1_289_16_59_19.jpg,27
290,image_BS1_290_16_59_19.jpg,29
291,image_BS1_291_16_59_20.jpg,29
292,image_BS1_292_16_59_20.jpg,29
293,image_BS1_293_16_59_20.jpg,29
294,image_BS1_294_16_59_20.jpg,29
295,image_BS1_295_16_59_20.jpg,29
296,image_BS1_296_16_59_20.jpg,29
297,image_BS1_297_16_59_20.jpg,29
298,image_BS1_298_16_59_21.jpg,29
299,image_BS1_299_16_59_21.jpg,29
300,image_BS1_300_16_59_21.jpg,29
301,image_BS1_301_16_59_21.jpg,30
302,image_BS1_302_16_59_21.jpg,31
303,image_BS1_303_16_59_21.jpg,32
304,image_BS1_304_16_59_21.jpg,32
305,image_BS1_305_16_59_21.jpg,33
306,image_BS1_306_16_59_22.jpg,32
307,image_BS1_307_16_59_22.jpg,33
308,image_BS1_308_16_59_22.jpg,34
309,image_BS1_309_16_59_22.jpg,34
310,image_BS1_310_16_59_22.jpg,34
311,image_BS1_311_16_59_22.jpg,34
312,image_BS1_312_16_59_22.jpg,34
313,image_BS1_313_16_59_22.jpg,34
314,image_BS1_314_16_59_23.jpg,34
315,image_BS1_315_16_59_23.jpg,34
316,image_BS1_316_16_59_23.jpg,36
317,image_BS1_317_16_59_23.jpg,37
318,image_BS1_318_16_59_23.jpg,37
319,image_BS1_319_16_59_23.jpg,37
320,image_BS1_320_16_59_23.jpg,37
321,image_BS1_321_16_59_24.jpg,37
322,image_BS1_322_16_59_24.jpg,37
323,image_BS1_323_16_59_24.jpg,37
324,image_BS1_324_16_59_24.jpg,37
325,image_BS1_325_16_59_24.jpg,37
326,image_BS1_326_16_59_24.jpg,37
327,image_BS1_327_16_59_24.jpg,37
328,image_BS1_328_16_59_25.jpg,37
329,image_BS1_329_16_59_25.jpg,37
330,image_BS1_330_16_59_25.jpg,37
331,image_BS1_331_16_59_25.jpg,37
332,image_BS1_332_16_59_25.jpg,37
333,image_BS1_333_16_59_25.jpg,34
334,image_BS1_334_16_59_25.jpg,34
335,image_BS1_335_16_59_25.jpg,34
336,image_BS1_336_16_59_26.jpg,34
337,image_BS1_337_16_59_26.jpg,34
338,image_BS1_338_16_59_26.jpg,32
339,image_BS1_339_16_59_26.jpg,32
340,image_BS1_340_16_59_26.jpg,29
341,image_BS1_341_16_59_26.jpg,29
342,image_BS1_342_16_59_26.jpg,29
343,image_BS1_343_16_59_26.jpg,29
344,image_BS1_344_16_59_27.jpg,27
345,image_BS1_345_16_59_27.jpg,26
346,image_BS1_346_16_59_27.jpg,26
347,image_BS1_347_16_59_27.jpg,26
348,image_BS1_348_16_59_27.jpg,26
349,image_BS1_349_16_59_27.jpg,23
350,image_BS1_350_16_59_27.jpg,23
351,image_BS1_351_16_59_28.jpg,23
352,image_BS1_352_16_59_28.jpg,23
353,image_BS1_353_16_59_28.jpg,23
354,image_BS1_354_16_59_28.jpg,23
355,image_BS1_355_16_59_28.jpg,23
356,image_BS1_356_16_59_28.jpg,23
357,image_BS1_357_16_59_28.jpg,23
358,image_BS1_358_16_59_29.jpg,26
359,image_BS1_359_16_59_29.jpg,26
360,image_BS1_360_16_59_29.jpg,26
361,image_BS1_361_16_59_29.jpg,26
362,image_BS1_362_16_59_29.jpg,26
363,image_BS1_363_16_59_29.jpg,27
364,image_BS1_364_16_59_29.jpg,27
365,image_BS1_365_16_59_30.jpg,29
366,image_BS1_366_16_59_30.jpg,29
367,image_BS1_367_16_59_30.jpg,29
368,image_BS1_368_16_59_30.jpg,29
369,image_BS1_369_16_59_30.jpg,29
370,image_BS1_370_16_59_30.jpg,29
371,image_BS1_371_16_59_30.jpg,29
372,image_BS1_372_16_59_31.jpg,30
373,image_BS1_373_16_59_31.jpg,31
374,image_BS1_374_16_59_31.jpg,32
375,image_BS1_375_16_59_31.jpg,31
376,image_BS1_376_16_59_31.jpg,31
377,image_BS1_377_16_59_31.jpg,31
378,image_BS1_378_16_59_31.jpg,30
379,image_BS1_379_16_59_31.jpg,31
380,image_BS1_380_16_59_32.jpg,29
381,image_BS1_381_16_59_32.jpg,29
382,image_BS1_382_16_59_32.jpg,29
383,image_BS1_383_16_59_32.jpg,29
384,image_BS1_384_16_59_32.jpg,29
385,image_BS1_385_16_59_32.jpg,29
386,image_BS1_386_16_59_32.jpg,29
387,image_BS1_387_16_59_32.jpg,29
388,image_BS1_388_16_59_33.jpg,29
389,image_BS1_389_16_59_33.jpg,29
390,image_BS1_390_16_59_33.jpg,29
391,image_BS1_391_16_59_33.jpg,29
392,image_BS1_392_16_59_33.jpg,31
393,image_BS1_393_16_59_33.jpg,31
394,image_BS1_394_16_59_34.jpg,30
395,image_BS1_395_16_59_34.jpg,30
396,image_BS1_396_16_59_34.jpg,30
397,image_BS1_397_16_59_34.jpg,30
398,image_BS1_398_16_59_34.jpg,31
399,image_BS1_399_16_59_34.jpg,29
400,image_BS1_400_16_59_34.jpg,29
401,image_BS1_401_16_59_34.jpg,29
402,image_BS1_402_16_59_35.jpg,29
403,image_BS1_403_16_59_35.jpg,29
404,image_BS1_404_16_59_35.jpg,29
405,image_BS1_405_16_59_35.jpg,29
406,image_BS1_406_16_59_35.jpg,29
407,image_BS1_407_16_59_35.jpg,29
408,image_BS1_408_16_59_35.jpg,29
409,image_BS1_409_16_59_36.jpg,29
410,image_BS1_410_16_59_36.jpg,29
411,image_BS1_411_16_59_36.jpg,29
412,image_BS1_412_16_59_36.jpg,29
413,image_BS1_413_16_59_36.jpg,29
414,image_BS1_414_16_59_36.jpg,29
415,image_BS1_415_16_59_36.jpg,29
416,image_BS1_416_16_59_36.jpg,29
417,image_BS1_417_16_59_37.jpg,27
418,image_BS1_418_16_59_37.jpg,28
419,image_BS1_419_16_59_37.jpg,27
420,image_BS1_420_16_59_37.jpg,27
421,image_BS1_421_16_59_37.jpg,27
422,image_BS1_422_16_59_37.jpg,27
423,image_BS1_423_16_59_37.jpg,27
424,image_BS1_424_16_59_38.jpg,27
425,image_BS1_425_16_59_38.jpg,27
426,image_BS1_426_16_59_38.jpg,27
427,image_BS1_427_16_59_38.jpg,27
428,image_BS1_428_16_59_38.jpg,27
429,image_BS1_429_16_59_38.jpg,29
430,image_BS1_430_16_59_38.jpg,27
431,image_BS1_431_16_59_38.jpg,27
432,image_BS1_432_16_59_39.jpg,27
433,image_BS1_433_16_59_39.jpg,27
434,image_BS1_434_16_59_39.jpg,27
435,image_BS1_435_16_59_39.jpg,27
436,image_BS1_436_16_59_39.jpg,28
437,image_BS1_437_16_59_39.jpg,27
438,image_BS1_438_16_59_39.jpg,27
439,image_BS1_439_16_59_39.jpg,27
440,image_BS1_440_16_59_40.jpg,27
441,image_BS1_441_16_59_40.jpg,27
442,image_BS1_442_16_59_40.jpg,27
443,image_BS1_443_16_59_40.jpg,26
444,image_BS1_444_16_59_40.jpg,27
445,image_BS1_445_16_59_40.jpg,26
446,image_BS1_446_16_59_40.jpg,27
447,image_BS1_447_16_59_41.jpg,27
448,image_BS1_448_16_59_41.jpg,28
449,image_BS1_449_16_59_41.jpg,27
450,image_BS1_450_16_59_41.jpg,27
451,image_BS1_451_16_59_41.jpg,27
452,image_BS1_452_16_59_41.jpg,28
453,image_BS1_453_16_59_41.jpg,28
454,image_BS1_454_16_59_41.jpg,29
455,image_BS1_455_16_59_42.jpg,29
456,image_BS1_456_16_59_42.jpg,29
457,image_BS1_457_16_59_42.jpg,29
458,image_BS1_458_16_59_42.jpg,29
459,image_BS1_459_16_59_42.jpg,29
460,image_BS1_460_16_59_42.jpg,30
461,image_BS1_461_16_59_42.jpg,31
462,image_BS1_462_16_59_43.jpg,31
463,image_BS1_463_16_59_43.jpg,32
464,image_BS1_464_16_59_43.jpg,31
465,image_BS1_465_16_59_43.jpg,32
466,image_BS1_466_16_59_43.jpg,32
467,image_BS1_467_16_59_43.jpg,32
468,image_BS1_468_16_59_43.jpg,32
469,image_BS1_469_16_59_44.jpg,32
470,image_BS1_470_16_59_44.jpg,33
471,image_BS1_471_16_59_44.jpg,32
472,image_BS1_472_16_59_44.jpg,32
473,image_BS1_473_16_59_44.jpg,32
474,image_BS1_474_16_59_44.jpg,32
475,image_BS1_475_16_59_44.jpg,30
476,image_BS1_476_16_59_44.jpg,29
477,image_BS1_477_16_59_45.jpg,29
478,image_BS1_478_16_59_45.jpg,29
479,image_BS1_479_16_59_45.jpg,29
480,image_BS1_480_16_59_45.jpg,27
481,image_BS1_481_16_59_45.jpg,27
482,image_BS1_482_16_59_45.jpg,27
483,image_BS1_483_16_59_45.jpg,26
484,image_BS1_484_16_59_46.jpg,26
485,image_BS1_485_16_59_46.jpg,26
486,image_BS1_486_16_59_46.jpg,26
487,image_BS1_487_16_59_46.jpg,26
488,image_BS1_488_16_59_46.jpg,25
489,image_BS1_489_16_59_46.jpg,26
490,image_BS1_490_16_59_46.jpg,26
491,image_BS1_491_16_59_46.jpg,23
492,image_BS1_492_16_59_47.jpg,23
493,image_BS1_493_16_59_47.jpg,23
494,image_BS1_494_16_59_47.jpg,23
495,image_BS1_495_16_59_47.jpg,23
496,image_BS1_496_16_59_47.jpg,23
497,image_BS1_497_16_59_47.jpg,25
498,image_BS1_498_16_59_47.jpg,26
499,image_BS1_499_16_59_47.jpg,26
500,image_BS1_500_16_59_48.jpg,26
501,image_BS1_501_16_59_48.jpg,26
502,image_BS1_502_16_59_48.jpg,27
503,image_BS1_503_16_59_48.jpg,27
504,image_BS1_504_16_59_48.jpg,27
505,image_BS1_505_16_59_48.jpg,28
506,image_BS1_506_16_59_48.jpg,28
507,image_BS1_507_16_59_48.jpg,29
508,image_BS1_508_16_59_49.jpg,29
509,image_BS1_509_16_59_49.jpg,29
510,image_BS1_510_16_59_49.jpg,29
511,image_BS1_511_16_59_49.jpg,29
512,image_BS1_512_16_59_49.jpg,29
513,image_BS1_513_16_59_49.jpg,32
514,image_BS1_514_16_59_49.jpg,32
515,image_BS1_515_16_59_49.jpg,32
516,image_BS1_516_16_59_50.jpg,32
517,image_BS1_517_16_59_50.jpg,33
518,image_BS1_518_16_59_50.jpg,34
519,image_BS1_519_16_59_50.jpg,34
520,image_BS1_520_16_59_50.jpg,34
521,image_BS1_521_16_59_50.jpg,34
522,image_BS1_522_16_59_50.jpg,34
523,image_BS1_523_16_59_51.jpg,37
524,image_BS1_524_16_59_51.jpg,37
525,image_BS1_525_16_59_51.jpg,37
526,image_BS1_526_16_59_51.jpg,38
527,image_BS1_527_16_59_51.jpg,38
528,image_BS1_528_16_59_51.jpg,39
529,image_BS1_529_16_59_51.jpg,39
530,image_BS1_530_16_59_51.jpg,39
531,image_BS1_531_16_59_52.jpg,39
532,image_BS1_532_16_59_52.jpg,40
533,image_BS1_533_16_59_52.jpg,42
534,image_BS1_534_16_59_52.jpg,42
535,image_BS1_535_16_59_52.jpg,42
536,image_BS1_536_16_59_52.jpg,42
537,image_BS1_537_16_59_52.jpg,42
538,image_BS1_538_16_59_52.jpg,42
539,image_BS1_539_16_59_53.jpg,42
540,image_BS1_540_16_59_53.jpg,42
541,image_BS1_541_16_59_53.jpg,42
542,image_BS1_542_16_59_53.jpg,42
543,image_BS1_543_16_59_53.jpg,42
544,image_BS1_544_16_59_53.jpg,40
545,image_BS1_545_16_59_53.jpg,40
546,image_BS1_546_16_59_53.jpg,40
547,image_BS1_547_16_59_54.jpg,40
548,image_BS1_548_16_59_54.jpg,40
549,image_BS1_549_16_59_54.jpg,40
550,image_BS1_550_16_59_54.jpg,40
551,image_BS1_551_16_59_54.jpg,42
552,image_BS1_552_16_59_54.jpg,42
553,image_BS1_553_16_59_54.jpg,42
554,image_BS1_554_16_59_55.jpg,39
555,image_BS1_555_16_59_56.jpg,37
556,image_BS1_556_16_59_56.jpg,34
557,image_BS1_557_16_59_57.jpg,34
558,image_BS1_558_16_59_57.jpg,34
559,image_BS1_559_16_59_57.jpg,34
560,image_BS1_560_16_59_57.jpg,33
561,image_BS1_561_16_59_57.jpg,33
562,image_BS1_562_16_59_57.jpg,33
563,image_BS1_563_16_59_58.jpg,33
564,image_BS1_564_16_59_58.jpg,33
565,image_BS1_565_16_59_58.jpg,33
566,image_BS1_566_16_59_59.jpg,29
567,image_BS1_567_16_59_59.jpg,32
568,image_BS1_568_17_00_00.jpg,31
569,image_BS1_569_17_00_00.jpg,31
570,image_BS1_570_17_00_00.jpg,32
571,image_BS1_571_17_00_01.jpg,32
572,image_BS1_572_17_00_01.jpg,32
573,image_BS1_573_17_00_01.jpg,31
574,image_BS1_574_17_00_01.jpg,32
575,image_BS1_575_17_00_01.jpg,31
576,image_BS1_576_17_00_01.jpg,30
577,image_BS1_577_17_00_01.jpg,30
578,image_BS1_578_17_00_01.jpg,29
579,image_BS1_579_17_00_02.jpg,29
580,image_BS1_580_17_00_02.jpg,29
581,image_BS1_581_17_00_02.jpg,29
582,image_BS1_582_17_00_02.jpg,27
583,image_BS1_583_17_00_02.jpg,27
584,image_BS1_584_17_00_02.jpg,26
585,image_BS1_585_17_00_02.jpg,26
586,image_BS1_586_17_00_02.jpg,23
587,image_BS1_587_17_00_03.jpg,22
588,image_BS1_588_17_00_03.jpg,22
589,image_BS1_589_17_00_03.jpg,21
590,image_BS1_590_17_00_03.jpg,20
591,image_BS1_591_17_00_03.jpg,20
592,image_BS1_592_17_00_03.jpg,17
593,image_BS1_593_17_00_03.jpg,17
594,image_BS1_594_17_00_03.jpg,17
595,image_BS1_595_17_00_04.jpg,17
596,image_BS1_596_17_00_04.jpg,17
597,image_BS1_597_17_00_04.jpg,17
598,image_BS1_598_17_00_04.jpg,17
599,image_BS1_599_17_00_04.jpg,17
600,image_BS1_600_17_00_04.jpg,17
601,image_BS1_601_17_00_04.jpg,17
602,image_BS1_602_17_00_05.jpg,17
603,image_BS1_603_17_00_05.jpg,17
604,image_BS1_604_17_00_05.jpg,17
605,image_BS1_605_17_00_05.jpg,17
606,image_BS1_606_17_00_05.jpg,17
607,image_BS1_607_17_00_05.jpg,17
608,image_BS1_608_17_00_05.jpg,17
609,image_BS1_609_17_00_05.jpg,19
610,image_BS1_610_17_00_06.jpg,19
611,image_BS1_611_17_00_06.jpg,20
612,image_BS1_612_17_00_06.jpg,20
613,image_BS1_613_17_00_06.jpg,21
614,image_BS1_614_17_00_06.jpg,22
615,image_BS1_615_17_00_06.jpg,22
616,image_BS1_616_17_00_06.jpg,22
617,image_BS1_617_17_00_06.jpg,23
618,image_BS1_618_17_00_07.jpg,23
619,image_BS1_619_17_00_07.jpg,26
620,image_BS1_620_17_00_07.jpg,27
621,image_BS1_621_17_00_07.jpg,27
622,image_BS1_622_17_00_07.jpg,29
623,image_BS1_623_17_00_07.jpg,29
624,image_BS1_624_17_00_07.jpg,29
625,image_BS1_625_17_00_07.jpg,32
626,image_BS1_626_17_00_08.jpg,34
627,image_BS1_627_17_00_08.jpg,34
628,image_BS1_628_17_00_08.jpg,37
629,image_BS1_629_17_00_08.jpg,37
630,image_BS1_630_17_00_08.jpg,39
631,image_BS1_631_17_00_08.jpg,39
632,image_BS1_632_17_00_08.jpg,39
633,image_BS1_633_17_00_09.jpg,42
634,image_BS1_634_17_00_09.jpg,42
635,image_BS1_635_17_00_09.jpg,43
