index,unit1_rgb,unit1_pwr_60ghz,unit1_loc,unit2_loc,unit2_speed,unit2_altitude,unit2_distance,unit2_height,unit2_x-speed,unit2_y-speed,unit2_z-speed,unit2_pitch,unit2_roll,seq_index,time_stamp[UTC],unit1_beam_index
11,./unit1/camera_data/image_BS1_11_16_58_43.jpg,./unit1/mmWave_data/mmWave_power_11.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_11.txt,./unit2/speed/speed_11.txt,./unit2/altitude/altitude_11.txt,./unit2/distance/distance_11.txt,./unit2/height/height_11.txt,./unit2/x_speed/x_speed_11.txt,./unit2/y_speed/y_speed_11.txt,./unit2/z_speed/z_speed_11.txt,./unit2/pitch/pitch_11.txt,./unit2/roll/roll_11.txt,1,['16-58-43-375'],39
12,./unit1/camera_data/image_BS1_12_16_58_43.jpg,./unit1/mmWave_data/mmWave_power_12.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_12.txt,./unit2/speed/speed_12.txt,./unit2/altitude/altitude_12.txt,./unit2/distance/distance_12.txt,./unit2/height/height_12.txt,./unit2/x_speed/x_speed_12.txt,./unit2/y_speed/y_speed_12.txt,./unit2/z_speed/z_speed_12.txt,./unit2/pitch/pitch_12.txt,./unit2/roll/roll_12.txt,1,['16-58-43-500'],39
13,./unit1/camera_data/image_BS1_13_16_58_43.jpg,./unit1/mmWave_data/mmWave_power_13.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_13.txt,./unit2/speed/speed_13.txt,./unit2/altitude/altitude_13.txt,./unit2/distance/distance_13.txt,./unit2/height/height_13.txt,./unit2/x_speed/x_speed_13.txt,./unit2/y_speed/y_speed_13.txt,./unit2/z_speed/z_speed_13.txt,./unit2/pitch/pitch_13.txt,./unit2/roll/roll_13.txt,1,['16-58-43-625'],39
14,./unit1/camera_data/image_BS1_14_16_58_43.jpg,./unit1/mmWave_data/mmWave_power_14.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_14.txt,./unit2/speed/speed_14.txt,./unit2/altitude/altitude_14.txt,./unit2/distance/distance_14.txt,./unit2/height/height_14.txt,./unit2/x_speed/x_speed_14.txt,./unit2/y_speed/y_speed_14.txt,./unit2/z_speed/z_speed_14.txt,./unit2/pitch/pitch_14.txt,./unit2/roll/roll_14.txt,1,['16-58-43-750'],39
15,./unit1/camera_data/image_BS1_15_16_58_43.jpg,./unit1/mmWave_data/mmWave_power_15.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_15.txt,./unit2/speed/speed_15.txt,./unit2/altitude/altitude_15.txt,./unit2/distance/distance_15.txt,./unit2/height/height_15.txt,./unit2/x_speed/x_speed_15.txt,./unit2/y_speed/y_speed_15.txt,./unit2/z_speed/z_speed_15.txt,./unit2/pitch/pitch_15.txt,./unit2/roll/roll_15.txt,1,['16-58-43-875'],39
16,./unit1/camera_data/image_BS1_16_16_58_44.jpg,./unit1/mmWave_data/mmWave_power_16.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_16.txt,./unit2/speed/speed_16.txt,./unit2/altitude/altitude_16.txt,./unit2/distance/distance_16.txt,./unit2/height/height_16.txt,./unit2/x_speed/x_speed_16.txt,./unit2/y_speed/y_speed_16.txt,./unit2/z_speed/z_speed_16.txt,./unit2/pitch/pitch_16.txt,./unit2/roll/roll_16.txt,1,['16-58-44-0'],39
17,./unit1/camera_data/image_BS1_17_16_58_44.jpg,./unit1/mmWave_data/mmWave_power_17.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_17.txt,./unit2/speed/speed_17.txt,./unit2/altitude/altitude_17.txt,./unit2/distance/distance_17.txt,./unit2/height/height_17.txt,./unit2/x_speed/x_speed_17.txt,./unit2/y_speed/y_speed_17.txt,./unit2/z_speed/z_speed_17.txt,./unit2/pitch/pitch_17.txt,./unit2/roll/roll_17.txt,1,['16-58-44-142'],39
18,./unit1/camera_data/image_BS1_18_16_58_44.jpg,./unit1/mmWave_data/mmWave_power_18.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_18.txt,./unit2/speed/speed_18.txt,./unit2/altitude/altitude_18.txt,./unit2/distance/distance_18.txt,./unit2/height/height_18.txt,./unit2/x_speed/x_speed_18.txt,./unit2/y_speed/y_speed_18.txt,./unit2/z_speed/z_speed_18.txt,./unit2/pitch/pitch_18.txt,./unit2/roll/roll_18.txt,1,['16-58-44-284'],39
19,./unit1/camera_data/image_BS1_19_16_58_44.jpg,./unit1/mmWave_data/mmWave_power_19.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_19.txt,./unit2/speed/speed_19.txt,./unit2/altitude/altitude_19.txt,./unit2/distance/distance_19.txt,./unit2/height/height_19.txt,./unit2/x_speed/x_speed_19.txt,./unit2/y_speed/y_speed_19.txt,./unit2/z_speed/z_speed_19.txt,./unit2/pitch/pitch_19.txt,./unit2/roll/roll_19.txt,1,['16-58-44-426'],39
20,./unit1/camera_data/image_BS1_20_16_58_44.jpg,./unit1/mmWave_data/mmWave_power_20.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_20.txt,./unit2/speed/speed_20.txt,./unit2/altitude/altitude_20.txt,./unit2/distance/distance_20.txt,./unit2/height/height_20.txt,./unit2/x_speed/x_speed_20.txt,./unit2/y_speed/y_speed_20.txt,./unit2/z_speed/z_speed_20.txt,./unit2/pitch/pitch_20.txt,./unit2/roll/roll_20.txt,1,['16-58-44-568'],39
21,./unit1/camera_data/image_BS1_21_16_58_44.jpg,./unit1/mmWave_data/mmWave_power_21.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_21.txt,./unit2/speed/speed_21.txt,./unit2/altitude/altitude_21.txt,./unit2/distance/distance_21.txt,./unit2/height/height_21.txt,./unit2/x_speed/x_speed_21.txt,./unit2/y_speed/y_speed_21.txt,./unit2/z_speed/z_speed_21.txt,./unit2/pitch/pitch_21.txt,./unit2/roll/roll_21.txt,1,['16-58-44-710'],39
22,./unit1/camera_data/image_BS1_22_16_58_44.jpg,./unit1/mmWave_data/mmWave_power_22.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_22.txt,./unit2/speed/speed_22.txt,./unit2/altitude/altitude_22.txt,./unit2/distance/distance_22.txt,./unit2/height/height_22.txt,./unit2/x_speed/x_speed_22.txt,./unit2/y_speed/y_speed_22.txt,./unit2/z_speed/z_speed_22.txt,./unit2/pitch/pitch_22.txt,./unit2/roll/roll_22.txt,1,['16-58-44-852'],39
23,./unit1/camera_data/image_BS1_23_16_58_45.jpg,./unit1/mmWave_data/mmWave_power_23.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_23.txt,./unit2/speed/speed_23.txt,./unit2/altitude/altitude_23.txt,./unit2/distance/distance_23.txt,./unit2/height/height_23.txt,./unit2/x_speed/x_speed_23.txt,./unit2/y_speed/y_speed_23.txt,./unit2/z_speed/z_speed_23.txt,./unit2/pitch/pitch_23.txt,./unit2/roll/roll_23.txt,1,['16-58-45-0'],39
24,./unit1/camera_data/image_BS1_24_16_58_45.jpg,./unit1/mmWave_data/mmWave_power_24.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_24.txt,./unit2/speed/speed_24.txt,./unit2/altitude/altitude_24.txt,./unit2/distance/distance_24.txt,./unit2/height/height_24.txt,./unit2/x_speed/x_speed_24.txt,./unit2/y_speed/y_speed_24.txt,./unit2/z_speed/z_speed_24.txt,./unit2/pitch/pitch_24.txt,./unit2/roll/roll_24.txt,1,['16-58-45-125'],39
25,./unit1/camera_data/image_BS1_25_16_58_45.jpg,./unit1/mmWave_data/mmWave_power_25.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_25.txt,./unit2/speed/speed_25.txt,./unit2/altitude/altitude_25.txt,./unit2/distance/distance_25.txt,./unit2/height/height_25.txt,./unit2/x_speed/x_speed_25.txt,./unit2/y_speed/y_speed_25.txt,./unit2/z_speed/z_speed_25.txt,./unit2/pitch/pitch_25.txt,./unit2/roll/roll_25.txt,1,['16-58-45-250'],38
26,./unit1/camera_data/image_BS1_26_16_58_45.jpg,./unit1/mmWave_data/mmWave_power_26.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_26.txt,./unit2/speed/speed_26.txt,./unit2/altitude/altitude_26.txt,./unit2/distance/distance_26.txt,./unit2/height/height_26.txt,./unit2/x_speed/x_speed_26.txt,./unit2/y_speed/y_speed_26.txt,./unit2/z_speed/z_speed_26.txt,./unit2/pitch/pitch_26.txt,./unit2/roll/roll_26.txt,1,['16-58-45-375'],38
27,./unit1/camera_data/image_BS1_27_16_58_45.jpg,./unit1/mmWave_data/mmWave_power_27.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_27.txt,./unit2/speed/speed_27.txt,./unit2/altitude/altitude_27.txt,./unit2/distance/distance_27.txt,./unit2/height/height_27.txt,./unit2/x_speed/x_speed_27.txt,./unit2/y_speed/y_speed_27.txt,./unit2/z_speed/z_speed_27.txt,./unit2/pitch/pitch_27.txt,./unit2/roll/roll_27.txt,1,['16-58-45-500'],38
28,./unit1/camera_data/image_BS1_28_16_58_45.jpg,./unit1/mmWave_data/mmWave_power_28.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_28.txt,./unit2/speed/speed_28.txt,./unit2/altitude/altitude_28.txt,./unit2/distance/distance_28.txt,./unit2/height/height_28.txt,./unit2/x_speed/x_speed_28.txt,./unit2/y_speed/y_speed_28.txt,./unit2/z_speed/z_speed_28.txt,./unit2/pitch/pitch_28.txt,./unit2/roll/roll_28.txt,1,['16-58-45-625'],39
29,./unit1/camera_data/image_BS1_29_16_58_45.jpg,./unit1/mmWave_data/mmWave_power_29.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_29.txt,./unit2/speed/speed_29.txt,./unit2/altitude/altitude_29.txt,./unit2/distance/distance_29.txt,./unit2/height/height_29.txt,./unit2/x_speed/x_speed_29.txt,./unit2/y_speed/y_speed_29.txt,./unit2/z_speed/z_speed_29.txt,./unit2/pitch/pitch_29.txt,./unit2/roll/roll_29.txt,1,['16-58-45-750'],38
30,./unit1/camera_data/image_BS1_30_16_58_45.jpg,./unit1/mmWave_data/mmWave_power_30.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_30.txt,./unit2/speed/speed_30.txt,./unit2/altitude/altitude_30.txt,./unit2/distance/distance_30.txt,./unit2/height/height_30.txt,./unit2/x_speed/x_speed_30.txt,./unit2/y_speed/y_speed_30.txt,./unit2/z_speed/z_speed_30.txt,./unit2/pitch/pitch_30.txt,./unit2/roll/roll_30.txt,1,['16-58-45-875'],38
31,./unit1/camera_data/image_BS1_31_16_58_46.jpg,./unit1/mmWave_data/mmWave_power_31.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_31.txt,./unit2/speed/speed_31.txt,./unit2/altitude/altitude_31.txt,./unit2/distance/distance_31.txt,./unit2/height/height_31.txt,./unit2/x_speed/x_speed_31.txt,./unit2/y_speed/y_speed_31.txt,./unit2/z_speed/z_speed_31.txt,./unit2/pitch/pitch_31.txt,./unit2/roll/roll_31.txt,1,['16-58-46-0'],37
32,./unit1/camera_data/image_BS1_32_16_58_46.jpg,./unit1/mmWave_data/mmWave_power_32.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_32.txt,./unit2/speed/speed_32.txt,./unit2/altitude/altitude_32.txt,./unit2/distance/distance_32.txt,./unit2/height/height_32.txt,./unit2/x_speed/x_speed_32.txt,./unit2/y_speed/y_speed_32.txt,./unit2/z_speed/z_speed_32.txt,./unit2/pitch/pitch_32.txt,./unit2/roll/roll_32.txt,1,['16-58-46-125'],37
33,./unit1/camera_data/image_BS1_33_16_58_46.jpg,./unit1/mmWave_data/mmWave_power_33.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_33.txt,./unit2/speed/speed_33.txt,./unit2/altitude/altitude_33.txt,./unit2/distance/distance_33.txt,./unit2/height/height_33.txt,./unit2/x_speed/x_speed_33.txt,./unit2/y_speed/y_speed_33.txt,./unit2/z_speed/z_speed_33.txt,./unit2/pitch/pitch_33.txt,./unit2/roll/roll_33.txt,1,['16-58-46-250'],37
34,./unit1/camera_data/image_BS1_34_16_58_46.jpg,./unit1/mmWave_data/mmWave_power_34.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_34.txt,./unit2/speed/speed_34.txt,./unit2/altitude/altitude_34.txt,./unit2/distance/distance_34.txt,./unit2/height/height_34.txt,./unit2/x_speed/x_speed_34.txt,./unit2/y_speed/y_speed_34.txt,./unit2/z_speed/z_speed_34.txt,./unit2/pitch/pitch_34.txt,./unit2/roll/roll_34.txt,1,['16-58-46-375'],37
35,./unit1/camera_data/image_BS1_35_16_58_46.jpg,./unit1/mmWave_data/mmWave_power_35.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_35.txt,./unit2/speed/speed_35.txt,./unit2/altitude/altitude_35.txt,./unit2/distance/distance_35.txt,./unit2/height/height_35.txt,./unit2/x_speed/x_speed_35.txt,./unit2/y_speed/y_speed_35.txt,./unit2/z_speed/z_speed_35.txt,./unit2/pitch/pitch_35.txt,./unit2/roll/roll_35.txt,1,['16-58-46-500'],37
36,./unit1/camera_data/image_BS1_36_16_58_46.jpg,./unit1/mmWave_data/mmWave_power_36.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_36.txt,./unit2/speed/speed_36.txt,./unit2/altitude/altitude_36.txt,./unit2/distance/distance_36.txt,./unit2/height/height_36.txt,./unit2/x_speed/x_speed_36.txt,./unit2/y_speed/y_speed_36.txt,./unit2/z_speed/z_speed_36.txt,./unit2/pitch/pitch_36.txt,./unit2/roll/roll_36.txt,1,['16-58-46-625'],37
37,./unit1/camera_data/image_BS1_37_16_58_46.jpg,./unit1/mmWave_data/mmWave_power_37.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_37.txt,./unit2/speed/speed_37.txt,./unit2/altitude/altitude_37.txt,./unit2/distance/distance_37.txt,./unit2/height/height_37.txt,./unit2/x_speed/x_speed_37.txt,./unit2/y_speed/y_speed_37.txt,./unit2/z_speed/z_speed_37.txt,./unit2/pitch/pitch_37.txt,./unit2/roll/roll_37.txt,1,['16-58-46-750'],37
38,./unit1/camera_data/image_BS1_38_16_58_46.jpg,./unit1/mmWave_data/mmWave_power_38.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_38.txt,./unit2/speed/speed_38.txt,./unit2/altitude/altitude_38.txt,./unit2/distance/distance_38.txt,./unit2/height/height_38.txt,./unit2/x_speed/x_speed_38.txt,./unit2/y_speed/y_speed_38.txt,./unit2/z_speed/z_speed_38.txt,./unit2/pitch/pitch_38.txt,./unit2/roll/roll_38.txt,1,['16-58-46-875'],37
39,./unit1/camera_data/image_BS1_39_16_58_47.jpg,./unit1/mmWave_data/mmWave_power_39.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_39.txt,./unit2/speed/speed_39.txt,./unit2/altitude/altitude_39.txt,./unit2/distance/distance_39.txt,./unit2/height/height_39.txt,./unit2/x_speed/x_speed_39.txt,./unit2/y_speed/y_speed_39.txt,./unit2/z_speed/z_speed_39.txt,./unit2/pitch/pitch_39.txt,./unit2/roll/roll_39.txt,1,['16-58-47-0'],37
40,./unit1/camera_data/image_BS1_40_16_58_47.jpg,./unit1/mmWave_data/mmWave_power_40.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_40.txt,./unit2/speed/speed_40.txt,./unit2/altitude/altitude_40.txt,./unit2/distance/distance_40.txt,./unit2/height/height_40.txt,./unit2/x_speed/x_speed_40.txt,./unit2/y_speed/y_speed_40.txt,./unit2/z_speed/z_speed_40.txt,./unit2/pitch/pitch_40.txt,./unit2/roll/roll_40.txt,1,['16-58-47-125'],37
41,./unit1/camera_data/image_BS1_41_16_58_47.jpg,./unit1/mmWave_data/mmWave_power_41.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_41.txt,./unit2/speed/speed_41.txt,./unit2/altitude/altitude_41.txt,./unit2/distance/distance_41.txt,./unit2/height/height_41.txt,./unit2/x_speed/x_speed_41.txt,./unit2/y_speed/y_speed_41.txt,./unit2/z_speed/z_speed_41.txt,./unit2/pitch/pitch_41.txt,./unit2/roll/roll_41.txt,1,['16-58-47-250'],37
42,./unit1/camera_data/image_BS1_42_16_58_47.jpg,./unit1/mmWave_data/mmWave_power_42.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_42.txt,./unit2/speed/speed_42.txt,./unit2/altitude/altitude_42.txt,./unit2/distance/distance_42.txt,./unit2/height/height_42.txt,./unit2/x_speed/x_speed_42.txt,./unit2/y_speed/y_speed_42.txt,./unit2/z_speed/z_speed_42.txt,./unit2/pitch/pitch_42.txt,./unit2/roll/roll_42.txt,1,['16-58-47-375'],37
43,./unit1/camera_data/image_BS1_43_16_58_47.jpg,./unit1/mmWave_data/mmWave_power_43.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_43.txt,./unit2/speed/speed_43.txt,./unit2/altitude/altitude_43.txt,./unit2/distance/distance_43.txt,./unit2/height/height_43.txt,./unit2/x_speed/x_speed_43.txt,./unit2/y_speed/y_speed_43.txt,./unit2/z_speed/z_speed_43.txt,./unit2/pitch/pitch_43.txt,./unit2/roll/roll_43.txt,1,['16-58-47-500'],37
44,./unit1/camera_data/image_BS1_44_16_58_47.jpg,./unit1/mmWave_data/mmWave_power_44.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_44.txt,./unit2/speed/speed_44.txt,./unit2/altitude/altitude_44.txt,./unit2/distance/distance_44.txt,./unit2/height/height_44.txt,./unit2/x_speed/x_speed_44.txt,./unit2/y_speed/y_speed_44.txt,./unit2/z_speed/z_speed_44.txt,./unit2/pitch/pitch_44.txt,./unit2/roll/roll_44.txt,1,['16-58-47-625'],36
45,./unit1/camera_data/image_BS1_45_16_58_47.jpg,./unit1/mmWave_data/mmWave_power_45.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_45.txt,./unit2/speed/speed_45.txt,./unit2/altitude/altitude_45.txt,./unit2/distance/distance_45.txt,./unit2/height/height_45.txt,./unit2/x_speed/x_speed_45.txt,./unit2/y_speed/y_speed_45.txt,./unit2/z_speed/z_speed_45.txt,./unit2/pitch/pitch_45.txt,./unit2/roll/roll_45.txt,1,['16-58-47-750'],34
46,./unit1/camera_data/image_BS1_46_16_58_47.jpg,./unit1/mmWave_data/mmWave_power_46.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_46.txt,./unit2/speed/speed_46.txt,./unit2/altitude/altitude_46.txt,./unit2/distance/distance_46.txt,./unit2/height/height_46.txt,./unit2/x_speed/x_speed_46.txt,./unit2/y_speed/y_speed_46.txt,./unit2/z_speed/z_speed_46.txt,./unit2/pitch/pitch_46.txt,./unit2/roll/roll_46.txt,1,['16-58-47-875'],34
47,./unit1/camera_data/image_BS1_47_16_58_48.jpg,./unit1/mmWave_data/mmWave_power_47.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_47.txt,./unit2/speed/speed_47.txt,./unit2/altitude/altitude_47.txt,./unit2/distance/distance_47.txt,./unit2/height/height_47.txt,./unit2/x_speed/x_speed_47.txt,./unit2/y_speed/y_speed_47.txt,./unit2/z_speed/z_speed_47.txt,./unit2/pitch/pitch_47.txt,./unit2/roll/roll_47.txt,1,['16-58-48-0'],34
48,./unit1/camera_data/image_BS1_48_16_58_48.jpg,./unit1/mmWave_data/mmWave_power_48.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_48.txt,./unit2/speed/speed_48.txt,./unit2/altitude/altitude_48.txt,./unit2/distance/distance_48.txt,./unit2/height/height_48.txt,./unit2/x_speed/x_speed_48.txt,./unit2/y_speed/y_speed_48.txt,./unit2/z_speed/z_speed_48.txt,./unit2/pitch/pitch_48.txt,./unit2/roll/roll_48.txt,1,['16-58-48-142'],34
49,./unit1/camera_data/image_BS1_49_16_58_48.jpg,./unit1/mmWave_data/mmWave_power_49.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_49.txt,./unit2/speed/speed_49.txt,./unit2/altitude/altitude_49.txt,./unit2/distance/distance_49.txt,./unit2/height/height_49.txt,./unit2/x_speed/x_speed_49.txt,./unit2/y_speed/y_speed_49.txt,./unit2/z_speed/z_speed_49.txt,./unit2/pitch/pitch_49.txt,./unit2/roll/roll_49.txt,1,['16-58-48-284'],34
50,./unit1/camera_data/image_BS1_50_16_58_48.jpg,./unit1/mmWave_data/mmWave_power_50.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_50.txt,./unit2/speed/speed_50.txt,./unit2/altitude/altitude_50.txt,./unit2/distance/distance_50.txt,./unit2/height/height_50.txt,./unit2/x_speed/x_speed_50.txt,./unit2/y_speed/y_speed_50.txt,./unit2/z_speed/z_speed_50.txt,./unit2/pitch/pitch_50.txt,./unit2/roll/roll_50.txt,1,['16-58-48-426'],34
51,./unit1/camera_data/image_BS1_51_16_58_48.jpg,./unit1/mmWave_data/mmWave_power_51.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_51.txt,./unit2/speed/speed_51.txt,./unit2/altitude/altitude_51.txt,./unit2/distance/distance_51.txt,./unit2/height/height_51.txt,./unit2/x_speed/x_speed_51.txt,./unit2/y_speed/y_speed_51.txt,./unit2/z_speed/z_speed_51.txt,./unit2/pitch/pitch_51.txt,./unit2/roll/roll_51.txt,1,['16-58-48-568'],34
